;date;title;comment
245;2020/09/04;WIG20 próbuje oszukać przeznaczenie, w grze CD Projekt i Pekabex;Czwartkowe tąpnięcie na Wall Street zasiało strach wśród inwestorów. Na ostatniej sesji w tym tygodniu indeksy próbują odrabiać straty i nie jest wykluczone, że to się uda, o ile pomogą dane z amerykańskiego rynku pracy.
246;2020/09/03;Lockdown i nowe wersje Wiedźmina podbiły wyniki CD Projektu;Najnowsze wyniki CD Projektu okazały się dużo wyższe niż przed rokiem, ale na poziomie zysków były ciut słabsze od konsensusu. W II kwartale producent gier wypracował 54,8 mln zł zysku netto, czyli o blisko 9 proc. mniej niż oczekiwali rynkowi analitycy. Wiceprezes Piotr Nielubowicz w cokwartalnym podsumowaniu przypomniał inwestorom, że kolejna konferencja odbędzie się już po premierze Cyberpunka.
247;2020/09/03;Strach przed korektą w USA blokuje wzrosty na GPW, w grze Mercator i Votum;Warszawska giełda jest sparaliżowana strachem przed korektą na Wall Street. Nie pomagają nawet ponad jednoprocentowe wzrosty indeksów we Frankfurcie i Paryżu. Nie jest wykluczone, że poranne plusy na zamknięciu zmienią się w minusy.
248;2020/08/31;Czerwony akcent na koniec sierpnia, CD Projekt i PGE pociągnęły w dół WIG20;Warszawska giełda żegna wakacje w kiepskich nastrojach. Tąpnięcie na akcjach PGE i korekta notowań CD Projektu, wsparte zniżką notowań Orlenu, zepchnęły indeks WIG20 mocno w dół. Jedynym pocieszeniem jest dużo lepsze zachowanie spółek małych i średnich.
249;2020/08/28;Akcjonariusze CD Projektu zdecydują 22 września o emisji do 4 mln akcji serii N;Nadzwyczajne walne zgromadzenie akcjonariuszy CD Projektu zdecyduje 22 września o warunkowym podwyższeniu kapitału zakładowego o kwotę nie większą niż 4 mln zł w drodze emisji nie więcej niż 4 mln akcji zwykłych na okaziciela serii N o wartości nominalnej 1 zł każda, wynika z projektów uchwał. Podjęcie powyższej uchwały ma na celu umożliwienie spółce realizacji programu motywacyjnego.
250;2020/08/27;Rekordy CD Projektu, mocne debiuty i wyniki. Gaming znów na ustach inwestorów z GPW;Giełdowy gaming znów ma swoje przysłowiowe 5 minut na rynku. Wszystko dzięki nowym rekordom branżowej lokomotywy - CD Projektu. Olbrzymią dawkę emocji zapewniają też rynkowi debiutanci, których kursy akcji rosną na starcie nawet o kilkaset procent.
251;2020/08/27;CD Projekt w natarciu;Kiedy wydawało się, że w trakcie środowej sesji już nic nas nie zaskoczy, a polski indeks blue chipów zamknie dzień neutralnie, do akcji wkroczył nieco zapomniany w ostatnim czasie CD Projekt.
252;2020/08/26;Wiedźmin jak Pokemon GO. CD Projekt ujawnił szczegóły nowej gry w technologii AR;CD Projekt ujawnił długo oczekiwany tytuł mobilny, nad którym pracowało studio Spokko. The Witcher: Monster Slayer będzie osadzoną w świecie Wiedźmina grą role-playing wykorzystującą technologię rzeczywistości rozszerzonej w modelu free-to-play na iOS oraz Androida.
253;2020/08/17;CD Projekt kupił akcje własne za 214 mln zł;W poniedziałek, czyli na dwa dni przed ostatecznym terminem, producent gier o przygodach Wiedźmina zamknął buy back realizowany na potrzeby programu motywacyjnego. Cała operacja kosztowała spółkę nieco ponad 214 mln zł.
254;2020/08/03;Czarne konie sezonu wyników za II kwartał;Historycznie to będzie jeden z najciekawszych sezonów raportowych od lat. Tylko nieliczne spółki z GPW pokażą pozytywne niespodzianki w sprawozdaniach. StockWatch.pl sprawdził, kto zdaniem ekspertów może okazać się czarnym koniem sezonu wyników za II kwartał.
255;2020/07/31;CD Projekt skupił z rynku pierwsze akcje własne;Producent gier szybko zabrał się za realizację buy backu. Już pierwszego dnia od uruchomienia programu spółka skupiła z rynku 69 tys. akcji. Średnia cena wyniosła 403,36 zł za sztukę.
256;2020/07/30;CD Projekt rozpoczyna skup akcji własnych za ćwierć miliarda złotych;CD Projekt rozpoczyna skup do 516.700 akcji własnych z maksymalnym limitem 500 zł za walor. Skupione w ten sposób akcje zostaną zaoferowanie osobom uprawnionym w ramach realizacji uprawnień przyznanych w ramach programu motywacyjnego. W czwartek rano kurs akcji studia rośnie dziś o 1,2 proc. do 405,80 zł.
257;2020/07/20;Odczyt produkcji przemysłowej dał kopa GPW, w grze PGE, Tauron i XTB;Zaskakująco mocny odczyt czerwcowej produkcji przemysłowej w Polsce okazał się dobrym paliwem do wzrostów na GPW. Przed południem WIG20 rośnie o ponad 1 proc. i wraca powyżej 1.800 pkt. W centrum uwagi są akcje CD Projektu i spółek energetycznych.
258;2020/07/15;WIG20 z trudem odrabia straty, w grze CD Projekt i Biomed-Lublin;Silne odbicie na akcjach CD Projektu ciągnie WIG20 w górę. Bez tego, pomimo dobrych nastrojów na rynkach globalnych, indeks ten testowałby poziomy z wtorkowego zamknięcia. Gorąco dziś jest też na akcjach Biomed-Lublin i CI Games.
259;2020/07/04;Inwestor w Night City. Relacja z pokazu i wrażenia po kilku godzinach grania w Cyberpunk 2077;W piątek redakcja StockWatch.pl miała okazję osobiście przekonać się, jak prezentuje się Cyberpunk 2077. Oto, co zobaczyliśmy podczas blisko 4-godzinnego pokazu z udziałem deweloperów oraz wrażenia z krótkiej wizyty w Night City.
260;2020/06/29;Spekulanci wzięli na cel spółki Czarneckiego, w grze także Lotos i 11 bit studios;Inwestorzy zignorowali wyniki pierwszej tury wyborów prezydenckich w Polsce, za to bardzo mocno przyglądają się sytuacji na Wall Street. I to właśnie piątkowa wyprzedaż w USA lekko ciągnie w dół GPW.
261;2020/06/26;Gra o dowiezienie świetnych wyników, gorąco na CD Projekcie i LPP;Początek piątkowej sesji upływa pod znakiem przeciągania liny na głównych indeksach. Jest jednak spora szansa, że nastroje w drugiej części dnia się poprawią, a warszawskie indeksy wyjdą na plus. Przed nami ostatnie dni udanego kwartału, co oznacza, że zarządzający funduszami będą robić wszystko, by dowieźć wyniki do końca miesiąca.
262;2020/06/25;CD Projekt pokazał nowy zwiastun Cyberpunka i zapowiedział serial na Netfliksie;Zgodnie z zapowiedziami giełdowy gigant opublikował nowy trailer z gry. Niespodzianką jest informacja o serialu Cyberpunk: Edgerunners, który ma powstać we współpracy z japońskim studiem Trigger i platformą Netflix.
263;2020/06/25;WIG20 próbuje odrabiać straty, w grze Biomed-Lublin i Harper Hygienics;Od spadków wszystkich indeksów rozpoczęła się czwartkowa sesja na giełdzie w Warszawie. Pretekstem sprzedaży akcji jest powrót obaw przed drugą falą zachorowań na COVID-19, co wczoraj sprowokowało mocną wyprzedaż na Wall Street. Ten sam temat winduje natomiast akcje spółek Harper Hygienics i Biomed Lublin.
264;2020/06/24;Przed kursem akcji CD Projektu ważny moment;To będzie gorąca końcówka tygodnia dla akcjonariuszy CD Projektu. Już w czwartek wieczorem odbędzie się Night City Wire, czyli specjalne wydarzenie poświęcone grze Cyberpunk 2077. Mniej więcej w tym samym czasie w sieci pojawią się też pierwsze recenzje dziennikarzy, którzy mieli okazję osobiście przetestować wersję demonstracyjną gry.
265;2020/06/22;Giełdowe misie prężą muskuły, rekordowo drogie akcje DataWalk i 11 bit studios;Strach przed drugą falą pandemii koronawirusa wrócił. A wraz z nią spadki na globalnych rynkach akcji. Nic nie robi sobie z tego sWIG80, który rozpoczął tydzień od mocnych wzrostów i nowych 2-letnich rekordów. W centrum zainteresowania inwestorów znalazły się akcje spółek gamingowych oraz Prairie Mining, Global Cosmed i Harper Hygienics.
266;2020/06/19;WIG20 okopuje się na poziomie 1.800 pkt., w grze CD Projekt i Tauron;Przesunięta o 2 miesiące premiera Cyberpunka nie wystraszyła inwestorów, a sentyment do branży energetycznej wciąż pozostaje dobry. W to wszystko wpisują się pozytywne nastroje w Europie. Stąd też losy piątkowej sesji wydają się już być rozstrzygnięte.
267;2020/06/19;CD Projekt wierzy, że listopad to ostateczny termin premiery Cyberpunk 2077;CD Projekt potrzebuje więcej czasu na dopracowanie szczegółów wielkiego świata gry Cyberpunk 2077, dlatego zdecydował o kolejnym przełożeniu terminu premiery, poinformował prezes Adam Kiciński. Wierzy on, że nowa data jest ostateczna. Pierwsze opinie mediów grających w Cyberpunka pojawią się za tydzień.
268;2020/06/18;CD Projekt przesunął premierę Cyberpunka 2077 na 19 listopada;CD Projekt znów zmienił datę premiery gry Cyberpunk 2077. Deweloperzy chcą wykorzystać dodatkowe dwa miesiące na dogłębne sprawdzenie i przetestowanie gry oraz wprowadzenie niezbędnych poprawek.
269;2020/06/18;WIG20 odrabia straty, a sWIG80 poprawia 2-letnie szczyty. Gorąco na PGE i 11 bit studios;W czwartek na GPW powiało optymizmem. Indeks sWIG80 poprawia swoje 2-letnie rekordy, a WIG20 ciągnięty przez PGE, CD Projekt i PKO BP, stara się wrócić powyżej 1.800 pkt. I tylko nastroje na świecie stawiają ten optymizm pod małym znakiem zapytania.
270;2020/06/17;sWIG80 testuje szczyty sprzed dwóch lat. Pamapol wystrzelił po wynikach;Mieszane nastroje na warszawskiej giełdzie. W południe WIG20 traci 0,7 proc. i schodzi poniżej 1.800 pkt. Na plusach utrzymują się za to małe i średnie spółki, a indeks sWIG80 zdążył już przetestować poziomy z czerwca 2018 roku.
271;2020/06/09;Korekta na giełdach zatrzymała GPW, wciąż gorąco na JSW i CD Projekcie;Poniedziałkowe mocne wzrosty na Wall Street, w tym nowy rekord indeksu Nasdaq, nie wystarczyły do pociągnięcia w górę GPW. Zatrzymała ją korekta w Europie i słabe zachowanie banków, które ostatnio były motorami wzrostów. W drugiej połowie dnia GPW może odrobić część porannych strat.
272;2020/06/08;Polskie akcje zaczynają parzyć, przecena na JSW, CCC i CD Projekcie;Początek tygodnia na GPW stoi pod znakiem realizacji zysków. Przed południem w WIG20 największe spadki notują akcje JSW, CCC i CD Projektu.
273;2020/06/05;Roszady w indeksach. Biomed-Lublin i Mercator awansują do mWIG40;W wyniku kwartalnej korekty portfeli indeksów, po sesji 19 czerwca br. Biomed-Lublin i Mercator Medical zastąpią Forte oraz Stalprodukt w indeksie mWIG40, podała Giełda Papierów Wartościowych w Warszawie. Udział CD Projektu w indeksie WIG20 zostanie ograniczony do 15 proc.
274;2020/06/05;WIG20 z przytupem wrócił powyżej 1.800 pkt., kolejna mocna sesja CCC i JSW;Zielony początek piątkowej sesji na GPW. W czwartek ECB otworzył giełdom okienko do dalszych wzrostów. Dzisiejsze dane z amerykańskiego rynku pracy go nie zamkną. Sesja powinna zakończyć się sporymi wzrostami indeksów.
275;2020/06/03;CD Projekt przełożył cyberpunkowy event z powodu napiętej sytuacji w USA;Night City Wire poświęcone grze Cyberpunk 2077 odbędzie się 25 czerwca, a nie jak pierwotnie planowano 11 czerwca. Studio przesunęło event z uwagi na falę protestów w Stanach Zjednoczonych po śmierci George'a Floyda.
276;2020/06/02;Giełdowe maluchy wyleczyły się z COVID-19, w grze Quercus i CCC;Dobre nastroje na rynkach globalnych i wciąż mocny sektor energetyczny, utrzymują warszawską giełdę w zielonej strefie. Jednocześnie trwa niewielka realizacja zysków na spółkach gamingowych. Całość sprawia jednak wrażenie dość kruchej stabilizacji, dlatego na koniec dnia nastroje na GPW mogą być diametralnie różne od tych porannych.
277;2020/05/29;CD Projekt oczekuje, że sytuacja rynkowa unormuje się do premiery Cyberpunk 2077;"CD Projekt zakłada, że sytuacja na kluczowych rynkach wróci do normy do czasu premiery gry ""Cyberpunk 2077"", poinformował członek zarządu Michał Nowakowski. W czerwcu dostęp do gry uzyskają liderzy opinii."
278;2020/05/29;Banki dołują WIG20, gorąco na CD Projekcie, Aliorze i PZU;Lepsze od prognoz wyniki CD Projektu nie uratowały warszawskiej giełdy. Piątkowa sesja rozpoczęła się od spadków. Indeksy w dół ściągają przede wszystkim banki, PZU i pogorszenie nastrojów na rynkach globalnych.
279;2020/05/28;CD Projekt przebił prognozy największych optymistów;Czas kwarantanny okazał się złotym okresem dla producenta gier o przygodach Wiedźmina. CD Projekt w I kwartale zarobił na czysto 92 mln zł, czym zaskoczył nawet największych rynkowych ekspertów.
280;2020/05/28;GPW liderem wzrostów w Europie, duża w tym zasługa PKO BP;Drożejące po wynikach akcje PKO BP, odreagowujący przecenę CD Projekt, dobre nastroje na świecie i wczorajsze mocne wzrosty na Wall Street - oto główne powody dzisiejszych ponad 2-proc. wzrostów WIG20. Na horyzoncie jednak zbierają się czarne chmury.
281;2020/05/27;Kapitał płynie na GPW, realizacja zysków na CD Projekcie i Dino Polska;Polska giełda złapała wiatr w żagle i obecnie jest najwyżej od końcówki lutego. Sytuacja na wykresach poszczególnych indeksów sugeruje dalsze wzrosty. Mocno zyskuje też złoty, który jest najsilniejszy od dwóch miesięcy.
282;2020/05/26;Przełomowa sesja dla WIG20, w grze CD Projekt, PKO BP, Rafako i Herkules;Kolejna mocna sesja na giełdzie w Warszawie. Pomagają dobre nastroje na globalnych rynkach akcji, osłabiający się dolar i wieści ze spółek. W centrum uwagi znalazły się spółki gamingowe, banki, Rafako i Herkules.
283;2020/05/26;Pięciu największych producentów gier wideo na GPW;Branża gamedev ma coraz mocniejszą pozycję na GPW. Obecnie wśród 30 największych spółek znajdziemy już trzech producentów gier. Do CD Projektu i Ten Square Games dołączył właśnie PlayWay. StockWatch.pl sprawdził, co napędza wzrosty na kursach akcji pięciu największych producentów gier wideo obecnych na warszawskiej giełdzie.
284;2020/05/25;Wzrosty przy obrotach na pół gwizdka, CD Projekt powyżej 400 zł za akcję;"Nadzieje związane z odmrażaniem gospodarek i lepsze od prognoz dane z Niemiec okazały się dla inwestorów ważniejsze niż strach przed ""nową zimną wojną"". Jednak poniedziałkowe wzrosty na giełdach mają jeden poważny mankament: są poparte bardzo niskimi obrotami, głównie z powodu nieobecności graczy z USA i Londynu."
285;2020/05/20;CD Projekt ratuje WIG20, w tle potężna przecena Nextbike;Doniesienia ze spółek zdominowały środowy poranek na GPW. Ponad 40-proc. przecenę notuje Nextbike Polska, które które ogłosiło niewypłacalność. Temat Ostrołęki C psuje krew akcjonariuszom Energi, Enei i Orlenu, a polityka odciska swe piętno na notowaniach OncoArendi Therapeutics. Wzrosty WIG20 to jednak przede wszystkim zasługa CD Projektu.
286;2020/05/19;Szybka realizacja zysków i do góry, w grze Enter Air i Sanwil;Początek wtorkowej sesji na GPW upłynął pod znakiem szybkiej realizacji porannych zysków, ale nastroje na globalnych rynkach dalej pozostają dobre, przez co wszystkie warszawskie indeksy wciąż mają duże szanse zamknąć dzień na solidnych plusach.
287;2020/05/18;Wiedźmin 3 świętuje 5. urodziny. Od premiery gry akcje CD Projektu podrożały o blisko 1.600 proc.;Równo 5 lat temu swoją premierę miał Wiedźmin 3: Dziki Gon, gra która milionom ludzi na całym świecie dała masę rozrywki, a akcjonariuszom przyniosła krociowe zyski. Od premiery trzeciej części wiedźmińskiej sagi akcje CD Projektu podrożały o 1.578 proc.
288;2020/05/15;Prognozy wyników za I kwartał wg BM mBanku;To będzie wyjątkowo trudny i nierówny sezon wynikowy, a motywem przewodnim będą pierwsze efekty pandemii koronawirusa. BM mBanku w cyklicznym opracowaniu sprawdził, jak poszczególne branże poradziły sobie w czasie kryzysu oraz wykazał garść spółek, które mogą sprawić pozytywną niespodziankę.
289;2020/05/13;DM BDM prognozuje 30 mln sprzedanych egzemplarzy Cyberpunka 2077 w rok od premiery;Dom Maklerski BDM rozpoczął wydawanie rekomendacji dla CD Projektu. W pierwszym raporcie Krzysztof Tkocz wydał rekomendację redukuj z ceną docelową 332 zł za akcję.
290;2020/05/13;GPW broni się przed wyprzedażą, w grze mBank, CD Projekt i Eurocash;Warszawska giełda próbuje odrabiać poranne straty wywołane narastającymi na świecie obawami przed drugą falą zachorowań na COVID-19. Pomaga to, że uwagę rodzimych inwestorów bardziej niż spadki w Europie, absorbują wyniki i doniesienia ze spółek.
291;2020/05/12;Wyniki kwartalne w centrum uwagi, w grze Pekao i CD Projekt;Pierwsza połowa sesji w Warszawie upłynęła pod znakiem umiarkowanych wzrostów indeksów, ale więcej spółek traciło na wartości niż zyskiwało, przez co losy sesji pozostają niewiadomą. Uwaga inwestorów koncentruje na spółkach publikujących wyniki.
